2018-03-10 00:45:31,54.23
2018-03-10 00:45:32,53.692
2018-03-10 00:45:33,52.615
2018-03-10 00:45:34,52.615
2018-03-10 00:45:35,52.615
2018-03-10 00:45:36,52.615
2018-03-10 00:45:37,52.615
2018-03-10 00:45:38,52.615
2018-03-10 00:45:39,52.615
2018-03-10 00:45:40,52.615
2018-03-10 00:45:41,52.078
2018-03-10 00:52:02,54.768
2018-03-10 00:52:04,53.692
2018-03-10 00:52:06,53.692
2018-03-10 00:52:07,53.692
2018-03-10 00:52:09,54.768
2018-03-10 00:52:11,54.768
2018-03-10 00:52:12,54.23
2018-03-10 00:52:14,54.23
2018-03-10 00:52:15,54.23
2018-03-10 00:52:17,54.768
2018-03-10 00:52:18,54.768
2018-03-10 00:52:20,54.768
2018-03-10 00:52:22,54.23
2018-03-10 00:52:23,54.23
2018-03-10 00:52:25,54.23
2018-03-10 00:52:26,54.768
2018-03-10 00:52:28,54.768
2018-03-10 00:52:29,54.768
2018-03-10 00:52:31,54.768
2018-03-10 00:52:32,54.768
2018-03-10 00:52:34,54.768
2018-03-10 00:52:35,54.768
2018-03-10 00:52:37,54.768
2018-03-10 00:52:39,54.768
2018-03-10 00:52:40,54.768
2018-03-10 00:52:42,54.768
2018-03-10 00:52:43,54.768
2018-03-10 00:52:45,54.768
2018-03-10 00:52:47,55.306
2018-03-10 00:52:48,54.768
2018-03-10 00:52:50,55.306
2018-03-10 00:52:51,54.768
2018-03-10 00:52:53,54.768
2018-03-10 00:52:54,55.306
2018-03-10 00:52:56,55.843
2018-03-10 00:52:57,54.768
2018-03-10 00:52:59,55.306
2018-03-10 00:53:00,55.306
2018-03-10 00:53:02,55.843
2018-03-10 00:53:04,54.768
2018-03-10 00:53:05,55.306
2018-03-10 00:53:07,55.306
2018-03-10 00:53:08,54.768
2018-03-10 00:53:10,54.768
2018-03-10 00:53:12,55.306
2018-03-10 00:53:13,55.306
2018-03-10 00:53:15,54.768
2018-03-10 00:53:16,55.306
2018-03-10 00:53:18,54.768
2018-03-10 00:53:19,55.843
2018-03-10 00:53:21,54.768
2018-03-10 00:57:01,54.768
2018-03-10 00:57:03,53.692
2018-03-10 00:57:04,54.768
2018-03-10 00:57:06,54.23
2018-03-10 00:57:07,54.768
2018-03-10 00:57:09,54.23
2018-03-10 00:57:11,54.768
2018-03-10 00:57:12,54.768
2018-03-10 00:57:14,53.692
2018-03-10 00:57:16,54.23
2018-03-10 00:57:17,54.768
2018-03-10 00:57:19,54.768
2018-03-10 00:57:20,54.768
2018-03-10 00:57:22,54.768
2018-03-10 00:57:23,54.768
2018-03-10 01:47:45,56.92
2018-03-10 01:47:47,56.382
2018-03-10 01:47:49,56.382
2018-03-10 01:47:51,56.382
2018-03-10 01:47:54,56.382
2018-03-10 01:47:56,56.382
2018-03-10 01:47:58,56.92
2018-03-10 01:48:00,56.92
2018-03-10 01:48:02,57.458
2018-03-10 01:48:05,56.92
2018-03-10 01:48:07,56.92
2018-03-10 01:48:09,57.458
2018-03-10 01:48:11,56.92
2018-03-10 01:48:13,57.458
2018-03-10 01:48:15,57.458
2018-03-10 01:48:17,56.92
2018-03-10 01:48:19,56.92
